ring_id,vertex_id,x,y
0,0,1000,0
0,1,999.98,3.76989
0,2,999.921,7.53962
0,3,999.822,11.3091
0,4,999.684,15.0781
0,5,999.507,18.8465
0,6,999.289,22.6141
0,7,999.033,26.3809
0,8,998.737,30.1466
0,9,998.402,33.9111
0,10,998.027,37.6743
0,11,997.613,41.436
0,12,997.159,45.1961
0,13,996.666,48.9544
0,14,996.134,52.7107
0,15,995.562,56.465
0,16,994.951,60.217
0,17,994.301,63.9667
0,18,993.611,67.7138
0,19,992.883,71.4583
0,20,992.115,75.1999
0,21,991.308,78.9386
0,22,990.461,82.6742
0,23,989.576,86.4065
0,24,988.652,90.1354
0,25,987.688,93.8607
0,26,986.686,97.5823
0,27,985.645,101.3
0,28,984.564,105.014
0,29,983.445,108.723
0,30,982.287,112.429
0,31,981.091,116.13
0,32,979.855,119.826
0,33,978.581,123.518
0,34,977.268,127.204
0,35,975.917,130.886
0,36,974.527,134.562
0,37,973.099,138.234
0,38,971.632,141.899
0,39,970.127,145.56
0,40,968.583,149.214
0,41,967.001,152.862
0,42,965.382,156.505
0,43,963.724,160.141
0,44,962.028,163.771
0,45,960.294,167.395
0,46,958.522,171.012
0,47,956.712,174.622
0,48,954.865,178.225
0,49,952.979,181.821
0,50,951.057,185.41
0,51,949.096,188.992
0,52,947.098,192.566
0,53,945.063,196.133
0,54,942.991,199.692
0,55,940.881,203.243
0,56,938.734,206.786
0,57,936.55,210.321
0,58,934.329,213.847
0,59,932.071,217.365
0,60,929.776,220.875
0,61,927.445,224.376
0,62,925.077,227.867
0,63,922.673,231.35
0,64,920.232,234.824
0,65,917.755,238.289
0,66,915.241,241.744
0,67,912.692,245.189
0,68,910.106,248.625
0,69,907.484,252.051
0,70,904.827,255.468
0,71,902.134,258.874
0,72,899.405,262.269
0,73,896.641,265.655
0,74,893.841,269.03
0,75,891.007,272.394
0,76,888.136,275.748
0,77,885.231,279.091
0,78,882.291,282.422
0,79,879.316,285.743
0,80,876.307,289.052
0,81,873.262,292.35
0,82,870.184,295.636
0,83,867.071,298.911
0,84,863.923,302.174
0,85,860.742,305.425
0,86,857.527,308.664
0,87,854.277,311.89
0,88,850.994,315.105
0,89,847.678,318.307
0,90,844.328,321.496
0,91,840.945,324.673
0,92,837.528,327.837
0,93,834.078,330.988
0,94,830.596,334.125
0,95,827.081,337.25
0,96,823.533,340.361
0,97,819.952,343.459
0,98,816.339,346.544
0,99,812.694,349.614
0,100,809.017,352.671
0,101,805.308,355.714
0,102,801.567,358.743
0,103,797.794,361.758
0,104,793.99,364.758
0,105,790.155,367.744
0,106,786.288,370.716
0,107,782.391,373.673
0,108,778.462,376.615
0,109,774.503,379.542
0,110,770.513,382.454
0,111,766.493,385.352
0,112,762.443,388.234
0,113,758.362,391.1
0,114,754.251,393.951
0,115,750.111,396.787
0,116,745.941,399.607
0,117,741.742,402.411
0,118,737.513,405.2
0,119,733.255,407.972
0,120,728.969,410.728
0,121,724.653,413.468
0,122,720.309,416.192
0,123,715.936,418.899
0,124,711.536,421.59
0,125,707.107,424.264
0,126,702.65,426.921
0,127,698.165,429.562
0,128,693.653,432.185
0,129,689.114,434.792
0,130,684.547,437.381
0,131,679.953,439.953
0,132,675.333,442.508
0,133,670.686,445.045
0,134,666.012,447.565
0,135,661.312,450.067
0,136,656.586,452.551
0,137,651.834,455.017
0,138,647.056,457.466
0,139,642.253,459.896
0,140,637.424,462.308
0,141,632.57,464.702
0,142,627.691,467.077
0,143,622.788,469.434
0,144,617.86,471.773
0,145,612.907,474.093
0,146,607.93,476.394
0,147,602.93,478.677
0,148,597.905,480.94
0,149,592.857,483.185
0,150,587.785,485.41
0,151,582.69,487.616
0,152,577.573,489.804
0,153,572.432,491.971
0,154,567.269,494.12
0,155,562.083,496.248
0,156,556.876,498.358
0,157,551.646,500.447
0,158,546.394,502.517
0,159,541.121,504.567
0,160,535.827,506.597
0,161,530.511,508.607
0,162,525.175,510.597
0,163,519.817,512.566
0,164,514.44,514.516
0,165,509.041,516.445
0,166,503.623,518.354
0,167,498.185,520.242
0,168,492.727,522.11
0,169,487.25,523.957
0,170,481.754,525.784
0,171,476.238,527.59
0,172,470.704,529.375
0,173,465.151,531.139
0,174,459.58,532.882
0,175,453.99,534.604
0,176,448.383,536.305
0,177,442.758,537.985
0,178,437.116,539.643
0,179,431.456,541.28
0,180,425.779,542.896
0,181,420.086,544.491
0,182,414.376,546.064
0,183,408.649,547.615
0,184,402.906,549.145
0,185,397.148,550.653
0,186,391.374,552.139
0,187,385.584,553.604
0,188,379.779,555.046
0,189,373.959,556.467
0,190,368.125,557.866
0,191,362.275,559.243
0,192,356.412,560.597
0,193,350.534,561.93
0,194,344.643,563.24
0,195,338.738,564.528
0,196,332.82,565.794
0,197,326.888,567.038
0,198,320.944,568.259
0,199,314.987,569.458
0,200,309.017,570.634
0,201,303.035,571.788
0,202,297.042,572.919
0,203,291.036,574.027
0,204,285.019,575.113
0,205,278.991,576.176
0,206,272.952,577.217
0,207,266.902,578.234
0,208,260.842,579.229
0,209,254.771,580.201
0,210,248.69,581.15
0,211,242.599,582.076
0,212,236.499,582.979
0,213,230.389,583.859
0,214,224.271,584.716
0,215,218.143,585.55
0,216,212.007,586.361
0,217,205.863,587.149
0,218,199.71,587.913
0,219,193.549,588.654
0,220,187.381,589.372
0,221,181.206,590.067
0,222,175.023,590.739
0,223,168.833,591.387
0,224,162.637,592.012
0,225,156.434,592.613
0,226,150.226,593.191
0,227,144.011,593.746
0,228,137.79,594.277
0,229,131.564,594.785
0,230,125.333,595.269
0,231,119.097,595.73
0,232,112.856,596.167
0,233,106.611,596.58
0,234,100.362,596.971
0,235,94.1083,597.337
0,236,87.8512,597.68
0,237,81.5906,598
0,238,75.3268,598.295
0,239,69.06,598.568
0,240,62.7905,598.816
0,241,56.5185,599.041
0,242,50.2443,599.242
0,243,43.9681,599.42
0,244,37.6902,599.574
0,245,31.4108,599.704
0,246,25.1301,599.811
0,247,18.8484,599.893
0,248,12.566,599.953
0,249,6.28314,599.988
0,250,6.12323e-14,600
0,251,-6.28314,599.988
0,252,-12.566,599.953
0,253,-18.8484,599.893
0,254,-25.1301,599.811
0,255,-31.4108,599.704
0,256,-37.6902,599.574
0,257,-43.9681,599.42
0,258,-50.2443,599.242
0,259,-56.5185,599.041
0,260,-62.7905,598.816
0,261,-69.06,598.568
0,262,-75.3268,598.295
0,263,-81.5906,598
0,264,-87.8512,597.68
0,265,-94.1083,597.337
0,266,-100.362,596.971
0,267,-106.611,596.58
0,268,-112.856,596.167
0,269,-119.097,595.73
0,270,-125.333,595.269
0,271,-131.564,594.785
0,272,-137.79,594.277
0,273,-144.011,593.746
0,274,-150.226,593.191
0,275,-156.434,592.613
0,276,-162.637,592.012
0,277,-168.833,591.387
0,278,-175.023,590.739
0,279,-181.206,590.067
0,280,-187.381,589.372
