ring_id,vertex_id,x,y
0,0,-800,-800
0,1,800,-800
0,2,800,800
0,3,-800,800
1,0,-191.433,-465.206
1,1,-289.433,-536.407
1,2,-410.567,-536.407
1,3,-508.567,-465.206
1,4,-546,-350
1,5,-508.567,-234.794
1,6,-410.567,-163.593
1,7,-289.433,-163.593
1,8,-191.433,-234.794
1,9,-154,-350
2,0,508.567,-465.206
2,1,410.567,-536.407
2,2,289.433,-536.407
2,3,191.433,-465.206
2,4,154,-350
2,5,191.433,-234.794
2,6,289.433,-163.593
2,7,410.567,-163.593
2,8,508.567,-234.794
2,9,546,-350
3,0,-191.433,234.794
3,1,-289.433,163.593
3,2,-410.567,163.593
3,3,-508.567,234.794
3,4,-546,350
3,5,-508.567,465.206
3,6,-410.567,536.407
3,7,-289.433,536.407
3,8,-191.433,465.206
3,9,-154,350
4,0,508.567,234.794
4,1,410.567,163.593
4,2,289.433,163.593
4,3,191.433,234.794
4,4,154,350
4,5,191.433,465.206
4,6,289.433,536.407
4,7,410.567,536.407
4,8,508.567,465.206
4,9,546,350
