ring_id,vertex_id,x,y
0,0,500,0
0,1,475.528,154.508
0,2,404.508,293.893
0,3,293.893,404.508
0,4,154.508,475.528
0,5,3.06162e-14,500
0,6,-154.508,475.528
0,7,-293.893,404.508
0,8,-404.508,293.893
0,9,-475.528,154.508
0,10,-500,6.12323e-14
0,11,-475.528,-154.508
0,12,-404.508,-293.893
0,13,-293.893,-404.508
0,14,-154.508,-475.528
0,15,-9.18485e-14,-500
0,16,154.508,-475.528
0,17,293.893,-404.508
0,18,404.508,-293.893
0,19,475.528,-154.508
1,0,473.626,-153.89
1,1,402.89,-292.717
1,2,292.717,-402.89
1,3,153.89,-473.626
1,4,-9.14811e-14,-498
1,5,-153.89,-473.626
1,6,-292.717,-402.89
1,7,-402.89,-292.717
1,8,-473.626,-153.89
1,9,-498,6.09874e-14
1,10,-473.626,153.89
1,11,-402.89,292.717
1,12,-292.717,402.89
1,13,-153.89,473.626
1,14,3.04937e-14,498
1,15,153.89,473.626
1,16,292.717,402.89
1,17,402.89,292.717
1,18,473.626,153.89
1,19,498,0
