ring_id,vertex_id,x,y
0,0,2000,0
0,1,1999.01,47.1161
0,2,1996.05,94.1858
0,3,1991.12,141.162
0,4,1984.23,188
0,5,1975.38,234.652
0,6,1964.57,281.072
0,7,1951.83,327.215
0,8,1937.17,373.035
0,9,1920.59,418.487
0,10,1902.11,463.525
0,11,1881.76,508.107
0,12,1859.55,552.187
0,13,1835.51,595.722
0,14,1809.65,638.669
0,15,1782.01,680.986
0,16,1752.61,722.631
0,17,1721.48,763.562
0,18,1688.66,803.74
0,19,1654.16,843.125
0,20,1618.03,881.678
0,21,1580.31,919.361
0,22,1541.03,956.136
0,23,1500.22,991.968
0,24,1457.94,1026.82
0,25,1414.21,1060.66
0,26,1369.09,1093.45
0,27,1322.62,1125.17
0,28,1274.85,1155.77
0,29,1225.81,1185.23
0,30,1175.57,1213.53
0,31,1124.17,1240.62
0,32,1071.65,1266.49
0,33,1018.08,1291.11
0,34,963.507,1314.46
0,35,907.981,1336.51
0,36,851.559,1357.24
0,37,794.296,1376.63
0,38,736.249,1394.66
0,39,677.476,1411.32
0,40,618.034,1426.58
0,41,557.982,1440.44
0,42,497.38,1452.87
0,43,436.286,1463.88
0,44,374.763,1473.43
0,45,312.869,1481.53
0,46,250.666,1488.17
0,47,188.217,1493.34
0,48,125.581,1497.04
0,49,62.8215,1499.26
0,50,1.22465e-13,1500
0,51,-62.8215,1499.26
0,52,-125.581,1497.04
0,53,-188.217,1493.34
0,54,-250.666,1488.17
0,55,-312.869,1481.53
0,56,-374.763,1473.43
0,57,-436.286,1463.88
0,58,-497.38,1452.87
0,59,-557.982,1440.44
0,60,-618.034,1426.58
0,61,-677.476,1411.32
0,62,-736.249,1394.66
0,63,-794.296,1376.63
0,64,-851.559,1357.24
0,65,-907.981,1336.51
0,66,-963.507,1314.46
0,67,-1018.08,1291.11
0,68,-1071.65,1266.49
0,69,-1124.17,1240.62
0,70,-1175.57,1213.53
0,71,-1225.81,1185.23
0,72,-1274.85,1155.77
0,73,-1322.62,1125.17
0,74,-1369.09,1093.45
0,75,-1414.21,1060.66
0,76,-1457.94,1026.82
0,77,-1500.22,991.968
0,78,-1541.03,956.136
0,79,-1580.31,919.361
0,80,-1618.03,881.678
0,81,-1654.16,843.125
0,82,-1688.66,803.74
0,83,-1721.48,763.562
0,84,-1752.61,722.631
0,85,-1782.01,680.986
0,86,-1809.65,638.669
0,87,-1835.51,595.722
0,88,-1859.55,552.187
0,89,-1881.76,508.107
0,90,-1902.11,463.525
0,91,-1920.59,418.487
0,92,-1937.17,373.035
0,93,-1951.83,327.215
0,94,-1964.57,281.072
0,95,-1975.38,234.652
0,96,-1984.23,188
