ring_id,vertex_id,x,y
0,0,500,0
0,1,515.978,51.7841
0,2,497.236,102.633
0,3,451.063,126.816
0,4,415.91,165.301
0,5,376.722,200.59
0,6,324.801,191.356
0,7,306.997,244.065
0,8,251.92,251.92
0,9,272.732,304.084
0,10,256.509,357.853
0,11,204.968,383.259
0,12,186.849,437.791
0,13,134.453,470.526
0,14,113.292,528.57
0,15,54.0596,524.541
0,16,3.06162e-14,500
0,17,-0.0266957,442.292
0,18,10.0746,385.474
0,19,-61.1171,385.479
0,20,-82.7607,317.657
0,21,-145.585,295.347
0,22,-150.448,228.856
0,23,-145.767,172.27
0,24,-121.12,121.12
0,25,-159.753,178.083
0,26,-228.239,171.221
0,27,-291.366,157.294
0,28,-323.564,101.238
0,29,-339.524,41.2389
0,30,-378.819,-6.82841
0,31,-440.675,-25.8789
0,32,-500,6.12323e-14
0,33,-478.116,75.0333
0,34,-400.672,85.5868
0,35,-334.314,76.2601
0,36,-277.428,40.8421
0,37,-245.141,-6.91713
0,38,-221.598,-59.5395
0,39,-154.461,-69.9146
0,40,-135.003,-135.003
0,41,-83.5392,-155.701
0,42,-62.6184,-207.074
0,43,-69.0584,-266.114
0,44,-20.3181,-300.05
0,45,-42.607,-350.059
0,46,-50.9575,-404.171
0,47,-58.4355,-469.61
0,48,-9.18485e-14,-500
0,49,21.8852,-452.076
0,50,65.2992,-422.229
0,51,115.758,-446.734
0,52,166.84,-423.555
0,53,195.365,-381.378
0,54,214.962,-334.382
0,55,272.068,-361.122
0,56,314.277,-314.277
0,57,381.247,-320.04
0,58,410.285,-259.419
0,59,394.64,-205.785
0,60,394.918,-149.917
0,61,394.466,-98.8893
0,62,414.874,-52.1182
0,63,445.714,-6.91156
