ring_id,vertex_id,x,y
0,0,500,0
0,1,498.459,39.2295
0,2,493.844,78.2172
0,3,486.185,116.723
0,4,475.528,154.508
0,5,461.94,191.342
0,6,445.503,226.995
0,7,426.32,261.249
0,8,404.508,293.893
0,9,380.203,324.724
0,10,353.553,353.553
0,11,324.724,380.203
0,12,293.893,404.508
0,13,261.249,426.32
0,14,226.995,445.503
0,15,191.342,461.94
0,16,154.508,475.528
0,17,116.723,486.185
0,18,78.2172,493.844
0,19,39.2295,498.459
0,20,3.06162e-14,500
0,21,-39.2295,498.459
0,22,-78.2172,493.844
0,23,-116.723,486.185
0,24,-154.508,475.528
0,25,-191.342,461.94
0,26,-226.995,445.503
0,27,-261.249,426.32
0,28,-293.893,404.508
0,29,-324.724,380.203
0,30,-353.553,353.553
0,31,-380.203,324.724
0,32,-404.508,293.893
0,33,-426.32,261.249
0,34,-445.503,226.995
0,35,-461.94,191.342
0,36,-475.528,154.508
0,37,-486.185,116.723
0,38,-493.844,78.2172
0,39,-498.459,39.2295
0,40,-500,6.12323e-14
0,41,-498.459,-39.2295
0,42,-493.844,-78.2172
0,43,-486.185,-116.723
0,44,-475.528,-154.508
0,45,-461.94,-191.342
0,46,-445.503,-226.995
0,47,-426.32,-261.249
0,48,-404.508,-293.893
0,49,-380.203,-324.724
0,50,-353.553,-353.553
0,51,-324.724,-380.203
0,52,-293.893,-404.508
0,53,-261.249,-426.32
0,54,-226.995,-445.503
0,55,-191.342,-461.94
0,56,-154.508,-475.528
0,57,-116.723,-486.185
0,58,-78.2172,-493.844
0,59,-39.2295,-498.459
0,60,-9.18485e-14,-500
0,61,39.2295,-498.459
0,62,78.2172,-493.844
0,63,116.723,-486.185
0,64,154.508,-475.528
0,65,191.342,-461.94
0,66,226.995,-445.503
0,67,261.249,-426.32
0,68,293.893,-404.508
0,69,324.724,-380.203
0,70,353.553,-353.553
0,71,380.203,-324.724
0,72,404.508,-293.893
0,73,426.32,-261.249
0,74,445.503,-226.995
0,75,461.94,-191.342
0,76,475.528,-154.508
0,77,486.185,-116.723
0,78,493.844,-78.2172
0,79,498.459,-39.2295
1,0,496.465,-39.0726
1,1,491.869,-77.9044
1,2,484.24,-116.256
1,3,473.626,-153.89
1,4,460.092,-190.576
1,5,443.721,-226.087
1,6,424.615,-260.204
1,7,402.89,-292.717
1,8,378.682,-323.425
1,9,352.139,-352.139
1,10,323.425,-378.682
1,11,292.717,-402.89
1,12,260.204,-424.615
1,13,226.087,-443.721
1,14,190.576,-460.092
1,15,153.89,-473.626
1,16,116.256,-484.24
1,17,77.9044,-491.869
1,18,39.0726,-496.465
1,19,-9.14811e-14,-498
1,20,-39.0726,-496.465
1,21,-77.9044,-491.869
1,22,-116.256,-484.24
1,23,-153.89,-473.626
1,24,-190.576,-460.092
1,25,-226.087,-443.721
1,26,-260.204,-424.615
1,27,-292.717,-402.89
1,28,-323.425,-378.682
1,29,-352.139,-352.139
1,30,-378.682,-323.425
1,31,-402.89,-292.717
1,32,-424.615,-260.204
1,33,-443.721,-226.087
1,34,-460.092,-190.576
1,35,-473.626,-153.89
1,36,-484.24,-116.256
1,37,-491.869,-77.9044
1,38,-496.465,-39.0726
1,39,-498,6.09874e-14
1,40,-496.465,39.0726
1,41,-491.869,77.9044
1,42,-484.24,116.256
1,43,-473.626,153.89
1,44,-460.092,190.576
1,45,-443.721,226.087
1,46,-424.615,260.204
1,47,-402.89,292.717
1,48,-378.682,323.425
1,49,-352.139,352.139
1,50,-323.425,378.682
1,51,-292.717,402.89
1,52,-260.204,424.615
1,53,-226.087,443.721
1,54,-190.576,460.092
1,55,-153.89,473.626
1,56,-116.256,484.24
1,57,-77.9044,491.869
1,58,-39.0726,496.465
1,59,3.04937e-14,498
1,60,39.0726,496.465
1,61,77.9044,491.869
1,62,116.256,484.24
1,63,153.89,473.626
1,64,190.576,460.092
1,65,226.087,443.721
1,66,260.204,424.615
1,67,292.717,402.89
1,68,323.425,378.682
1,69,352.139,352.139
1,70,378.682,323.425
1,71,402.89,292.717
1,72,424.615,260.204
1,73,443.721,226.087
1,74,460.092,190.576
1,75,473.626,153.89
1,76,484.24,116.256
1,77,491.869,77.9044
1,78,496.465,39.0726
1,79,498,0
