ring_id,vertex_id,x,y
0,0,500,0
0,1,498.459,39.2295
0,2,493.844,78.2172
0,3,486.185,116.723
0,4,475.528,154.508
0,5,461.94,191.342
0,6,445.503,226.995
0,7,426.32,261.249
0,8,404.508,293.893
0,9,380.203,324.724
0,10,353.553,353.553
0,11,324.724,380.203
0,12,293.893,404.508
0,13,261.249,426.32
0,14,226.995,445.503
0,15,191.342,461.94
0,16,154.508,475.528
0,17,116.723,486.185
0,18,78.2172,493.844
0,19,39.2295,498.459
0,20,3.06162e-14,500
0,21,-39.2295,498.459
0,22,-78.2172,493.844
0,23,-116.723,486.185
0,24,-154.508,475.528
0,25,-191.342,461.94
0,26,-226.995,445.503
0,27,-261.249,426.32
0,28,-293.893,404.508
0,29,-324.724,380.203
0,30,-353.553,353.553
0,31,-380.203,324.724
0,32,-404.508,293.893
0,33,-426.32,261.249
0,34,-445.503,226.995
0,35,-461.94,191.342
0,36,-475.528,154.508
0,37,-486.185,116.723
0,38,-493.844,78.2172
0,39,-498.459,39.2295
0,40,-500,6.12323e-14
0,41,-498.459,-39.2295
0,42,-493.844,-78.2172
0,43,-486.185,-116.723
0,44,-475.528,-154.508
0,45,-461.94,-191.342
0,46,-445.503,-226.995
0,47,-426.32,-261.249
0,48,-404.508,-293.893
0,49,-380.203,-324.724
0,50,-353.553,-353.553
0,51,-324.724,-380.203
0,52,-293.893,-404.508
0,53,-261.249,-426.32
0,54,-226.995,-445.503
0,55,-191.342,-461.94
0,56,-154.508,-475.528
0,57,-116.723,-486.185
0,58,-78.2172,-493.844
0,59,-39.2295,-498.459
0,60,-9.18485e-14,-500
0,61,39.2295,-498.459
0,62,78.2172,-493.844
0,63,116.723,-486.185
0,64,154.508,-475.528
0,65,191.342,-461.94
0,66,226.995,-445.503
0,67,261.249,-426.32
0,68,293.893,-404.508
0,69,324.724,-380.203
0,70,353.553,-353.553
0,71,380.203,-324.724
0,72,404.508,-293.893
0,73,426.32,-261.249
0,74,445.503,-226.995
0,75,461.94,-191.342
0,76,475.528,-154.508
0,77,486.185,-116.723
0,78,493.844,-78.2172
0,79,498.459,-39.2295
1,0,497.96,-39.1903
1,1,493.35,-78.139
1,2,485.699,-116.606
1,3,475.053,-154.354
1,4,461.478,-191.15
1,5,445.058,-226.768
1,6,425.894,-260.988
1,7,404.104,-293.599
1,8,379.823,-324.399
1,9,353.2,-353.2
1,10,324.399,-379.823
1,11,293.599,-404.104
1,12,260.988,-425.894
1,13,226.768,-445.058
1,14,191.15,-461.478
1,15,154.354,-475.053
1,16,116.606,-485.699
1,17,78.139,-493.35
1,18,39.1903,-497.96
1,19,-9.17567e-14,-499.5
1,20,-39.1903,-497.96
1,21,-78.139,-493.35
1,22,-116.606,-485.699
1,23,-154.354,-475.053
1,24,-191.15,-461.478
1,25,-226.768,-445.058
1,26,-260.988,-425.894
1,27,-293.599,-404.104
1,28,-324.399,-379.823
1,29,-353.2,-353.2
1,30,-379.823,-324.399
1,31,-404.104,-293.599
1,32,-425.894,-260.988
1,33,-445.058,-226.768
1,34,-461.478,-191.15
1,35,-475.053,-154.354
1,36,-485.699,-116.606
1,37,-493.35,-78.139
1,38,-497.96,-39.1903
1,39,-499.5,6.11711e-14
1,40,-497.96,39.1903
1,41,-493.35,78.139
1,42,-485.699,116.606
1,43,-475.053,154.354
1,44,-461.478,191.15
1,45,-445.058,226.768
1,46,-425.894,260.988
1,47,-404.104,293.599
1,48,-379.823,324.399
1,49,-353.2,353.2
1,50,-324.399,379.823
1,51,-293.599,404.104
1,52,-260.988,425.894
1,53,-226.768,445.058
1,54,-191.15,461.478
1,55,-154.354,475.053
1,56,-116.606,485.699
1,57,-78.139,493.35
1,58,-39.1903,497.96
1,59,3.05856e-14,499.5
1,60,39.1903,497.96
1,61,78.139,493.35
1,62,116.606,485.699
1,63,154.354,475.053
1,64,191.15,461.478
1,65,226.768,445.058
1,66,260.988,425.894
1,67,293.599,404.104
1,68,324.399,379.823
1,69,353.2,353.2
1,70,379.823,324.399
1,71,404.104,293.599
1,72,425.894,260.988
1,73,445.058,226.768
1,74,461.478,191.15
1,75,475.053,154.354
1,76,485.699,116.606
1,77,493.35,78.139
1,78,497.96,39.1903
1,79,499.5,0
