ring_id,vertex_id,x,y
0,0,-800,-800
0,1,800,-800
0,2,800,800
0,3,-800,800
1,0,-445.716,-582.603
1,1,-494.716,-618.204
1,2,-555.284,-618.204
1,3,-604.284,-582.603
1,4,-623,-525
1,5,-604.284,-467.397
1,6,-555.284,-431.796
1,7,-494.716,-431.796
1,8,-445.716,-467.397
1,9,-427,-525
2,0,-95.7163,-582.603
2,1,-144.716,-618.204
2,2,-205.284,-618.204
2,3,-254.284,-582.603
2,4,-273,-525
2,5,-254.284,-467.397
2,6,-205.284,-431.796
2,7,-144.716,-431.796
2,8,-95.7163,-467.397
2,9,-77,-525
3,0,254.284,-582.603
3,1,205.284,-618.204
3,2,144.716,-618.204
3,3,95.7163,-582.603
3,4,77,-525
3,5,95.7163,-467.397
3,6,144.716,-431.796
3,7,205.284,-431.796
3,8,254.284,-467.397
3,9,273,-525
4,0,604.284,-582.603
4,1,555.284,-618.204
4,2,494.716,-618.204
4,3,445.716,-582.603
4,4,427,-525
4,5,445.716,-467.397
4,6,494.716,-431.796
4,7,555.284,-431.796
4,8,604.284,-467.397
4,9,623,-525
5,0,-445.716,-232.603
5,1,-494.716,-268.204
5,2,-555.284,-268.204
5,3,-604.284,-232.603
5,4,-623,-175
5,5,-604.284,-117.397
5,6,-555.284,-81.7965
5,7,-494.716,-81.7965
5,8,-445.716,-117.397
5,9,-427,-175
6,0,-95.7163,-232.603
6,1,-144.716,-268.204
6,2,-205.284,-268.204
6,3,-254.284,-232.603
6,4,-273,-175
6,5,-254.284,-117.397
6,6,-205.284,-81.7965
6,7,-144.716,-81.7965
6,8,-95.7163,-117.397
6,9,-77,-175
7,0,254.284,-232.603
7,1,205.284,-268.204
7,2,144.716,-268.204
7,3,95.7163,-232.603
7,4,77,-175
7,5,95.7163,-117.397
7,6,144.716,-81.7965
7,7,205.284,-81.7965
7,8,254.284,-117.397
7,9,273,-175
8,0,604.284,-232.603
8,1,555.284,-268.204
8,2,494.716,-268.204
8,3,445.716,-232.603
8,4,427,-175
8,5,445.716,-117.397
8,6,494.716,-81.7965
8,7,555.284,-81.7965
8,8,604.284,-117.397
8,9,623,-175
9,0,-445.716,117.397
9,1,-494.716,81.7965
9,2,-555.284,81.7965
9,3,-604.284,117.397
9,4,-623,175
9,5,-604.284,232.603
9,6,-555.284,268.204
9,7,-494.716,268.204
9,8,-445.716,232.603
9,9,-427,175
10,0,-95.7163,117.397
10,1,-144.716,81.7965
10,2,-205.284,81.7965
10,3,-254.284,117.397
10,4,-273,175
10,5,-254.284,232.603
10,6,-205.284,268.204
10,7,-144.716,268.204
10,8,-95.7163,232.603
10,9,-77,175
11,0,254.284,117.397
11,1,205.284,81.7965
11,2,144.716,81.7965
11,3,95.7163,117.397
11,4,77,175
11,5,95.7163,232.603
11,6,144.716,268.204
11,7,205.284,268.204
11,8,254.284,232.603
11,9,273,175
12,0,604.284,117.397
12,1,555.284,81.7965
12,2,494.716,81.7965
12,3,445.716,117.397
12,4,427,175
12,5,445.716,232.603
12,6,494.716,268.204
12,7,555.284,268.204
12,8,604.284,232.603
12,9,623,175
13,0,-445.716,467.397
13,1,-494.716,431.796
13,2,-555.284,431.796
13,3,-604.284,467.397
13,4,-623,525
13,5,-604.284,582.603
13,6,-555.284,618.204
13,7,-494.716,618.204
13,8,-445.716,582.603
13,9,-427,525
14,0,-95.7163,467.397
14,1,-144.716,431.796
14,2,-205.284,431.796
14,3,-254.284,467.397
14,4,-273,525
14,5,-254.284,582.603
14,6,-205.284,618.204
14,7,-144.716,618.204
14,8,-95.7163,582.603
14,9,-77,525
15,0,254.284,467.397
15,1,205.284,431.796
15,2,144.716,431.796
15,3,95.7163,467.397
15,4,77,525
15,5,95.7163,582.603
15,6,144.716,618.204
15,7,205.284,618.204
15,8,254.284,582.603
15,9,273,525
16,0,604.284,467.397
16,1,555.284,431.796
16,2,494.716,431.796
16,3,445.716,467.397
16,4,427,525
16,5,445.716,582.603
16,6,494.716,618.204
16,7,555.284,618.204
16,8,604.284,582.603
16,9,623,525
