ring_id,vertex_id,x,y
0,0,500,0
0,1,493.844,78.2172
0,2,475.528,154.508
0,3,445.503,226.995
0,4,404.508,293.893
0,5,353.553,353.553
0,6,293.893,404.508
0,7,226.995,445.503
0,8,154.508,475.528
0,9,78.2172,493.844
0,10,3.06162e-14,500
0,11,-78.2172,493.844
0,12,-154.508,475.528
0,13,-226.995,445.503
0,14,-293.893,404.508
0,15,-353.553,353.553
0,16,-404.508,293.893
0,17,-445.503,226.995
0,18,-475.528,154.508
0,19,-493.844,78.2172
0,20,-500,6.12323e-14
0,21,-493.844,-78.2172
0,22,-475.528,-154.508
0,23,-445.503,-226.995
0,24,-404.508,-293.893
0,25,-353.553,-353.553
0,26,-293.893,-404.508
0,27,-226.995,-445.503
0,28,-154.508,-475.528
0,29,-78.2172,-493.844
0,30,-9.18485e-14,-500
0,31,78.2172,-493.844
0,32,154.508,-475.528
0,33,226.995,-445.503
0,34,293.893,-404.508
0,35,353.553,-353.553
0,36,404.508,-293.893
0,37,445.503,-226.995
0,38,475.528,-154.508
0,39,493.844,-78.2172
1,0,491.869,-77.9044
1,1,473.626,-153.89
1,2,443.721,-226.087
1,3,402.89,-292.717
1,4,352.139,-352.139
1,5,292.717,-402.89
1,6,226.087,-443.721
1,7,153.89,-473.626
1,8,77.9044,-491.869
1,9,-9.14811e-14,-498
1,10,-77.9044,-491.869
1,11,-153.89,-473.626
1,12,-226.087,-443.721
1,13,-292.717,-402.89
1,14,-352.139,-352.139
1,15,-402.89,-292.717
1,16,-443.721,-226.087
1,17,-473.626,-153.89
1,18,-491.869,-77.9044
1,19,-498,6.09874e-14
1,20,-491.869,77.9044
1,21,-473.626,153.89
1,22,-443.721,226.087
1,23,-402.89,292.717
1,24,-352.139,352.139
1,25,-292.717,402.89
1,26,-226.087,443.721
1,27,-153.89,473.626
1,28,-77.9044,491.869
1,29,3.04937e-14,498
1,30,77.9044,491.869
1,31,153.89,473.626
1,32,226.087,443.721
1,33,292.717,402.89
1,34,352.139,352.139
1,35,402.89,292.717
1,36,443.721,226.087
1,37,473.626,153.89
1,38,491.869,77.9044
1,39,498,0
